org;lum;agg;int;atm;col;com;dep;catr;infra;voie;v1;v2;circ;nbv;pr;pr1;vosp;prof;plan;situ;ttue;tbg;tbl;tindm;typenumero;numero;distancemetre;libellevoie;coderivoli;grav;gps;lat;long;adr;numac;codeinsee;geoflamatch;nbimplique
5;5;9;1;1;2;88;60;4;0;0;;;2;4;;;0;1;1;1;0;0;1;1;1;0;0;CIMIEZ (BD) A PARTIR DU 16/17;;0.43;;;;;9519;6088;O;2
5;1;9;1;1;6;88;60;4;0;0;;;2;3;;;3;1;1;1;0;0;1;1;1;12;0;GROSSO (JUSQU'AU N° 58/77);;0.43;;;;;9520;6088;O;2
1;1;1;1;1;5;146;60;3;0;2205;;;2;0;2;0;0;0;2;1;0;0;1;3;;;;;;0.43;;0;0;;9522;6146;O;4
1;2;5;1;1;1;161;60;9;0;0;;;2;1;0;0;0;2;2;1;0;0;1;1;;;;;;0.43;;0;0;;9523;6161;O;2
5;1;6;1;1;3;69;60;3;0;0;;;3;2;;;0;1;1;1;0;0;1;1;1;155;0;CANNES (ROUTE DE)  -RD 6085-;;0.43;;;;;9524;6069;O;2
5;1;6;1;1;6;69;60;3;0;0;;;1;1;;;0;1;1;1;0;0;1;1;1;;0;JEU DE BALLON (BOULEVARD, IMPASSE ET TRA;;0.43;;;;;9525;6069;O;2
5;1;6;1;1;6;69;60;4;0;0;;;1;1;;;0;1;1;1;0;0;1;1;1;;0;PATTI (PLACE DU);;0.43;;;;;9526;6069;O;2
5;5;6;1;1;7;69;60;4;0;0;;;1;1;;;0;2;1;1;0;0;1;0;1;11;0;COMTESSES (CHEMIN ET TRAVERSE DES);;0.43;;;;;9527;6069;O;1
5;1;6;1;1;3;155;60;4;0;0;;;2;2;1;0;0;1;1;1;0;0;1;1;0;;0;TAPIS VERT AV.DU;;0.43;;;;;9528;6155;O;2
5;5;6;1;1;6;69;60;3;0;0;;;2;2;;;0;1;1;1;0;0;1;0;1;11;0;THIERS (AVENUE);;0.43;;;;;9529;6069;O;1
5;1;6;1;1;3;69;60;3;0;0;;;1;1;;;0;2;2;1;0;0;1;1;1;;0;CLAVECIN (JARDIN DU);;0.43;;;;;9530;6069;O;2
5;5;6;3;1;3;83;60;4;0;0;;;1;1;1;0;0;1;1;0;0;0;1;1;0;;0;BAREL (RUE MAX);;0.43;;;;;9531;6083;O;2
5;1;6;1;1;3;69;60;3;0;0;;;3;2;;;0;1;1;1;0;0;1;1;1;155;0;CANNES (ROUTE DE)  -RD 6085-;;0.43;;;;;9532;6069;O;2
5;1;6;1;1;6;83;60;4;0;0;;;2;2;;;0;2;3;1;0;0;1;0;1;1557;0;CIAPPES (ROUTES DES, N° 321 ET +);;0.43;;;;;9533;6083;O;1
1;1;1;1;1;1;59;60;1;0;500;;;3;0;1;100;0;0;3;1;0;0;1;1;;;;;;0.43;;0;0;;9534;6059;O;2
5;1;7;1;7;3;29;60;4;0;0;;;4;2;;;0;1;0;1;0;0;1;1;1;0;0;MAUBERT (RONT POINT GAL);;0.43;;;;;9535;6029;O;2
5;1;7;1;1;6;29;60;4;0;0;;;2;2;;;0;1;0;1;0;0;1;1;1;29;0;MIDI (BOULEVARD DU);;0.43;;;;;9536;6029;O;2
5;1;7;1;1;6;29;60;4;0;0;;;2;3;;;0;2;1;1;0;0;1;1;9;27;0;VALLOMBROSA ( PARC);;0.43;;;;;9537;6029;O;2
5;1;7;1;1;6;29;60;4;0;0;;;2;2;;;0;1;1;1;0;0;1;1;1;1;0;VERCORS (AVENUE DU);;0.43;;;;;9538;6029;O;2
5;1;7;1;1;6;29;60;4;0;0;;;2;2;;;0;1;1;1;0;0;1;1;1;24;0;PICAUD (AVENUE DR) BOCCA;;0.43;;;;;9539;6029;O;2
5;1;6;1;1;7;30;60;4;0;0;;;2;4;;;0;1;1;1;0;0;1;1;1;38;0;MOULIN (BOULEVARD JEAN);;0.43;;;;;9540;6030;O;2
5;1;7;1;1;6;29;60;4;0;0;;;2;2;;;0;1;1;1;0;0;1;1;1;0;0;MIDI (BOULEVARD DU);;0.43;;;;;9541;6029;O;2
5;1;7;1;1;6;29;60;4;0;6098;;;2;2;11;;0;1;1;1;0;0;1;2;1;100;0;MIDI (BOULEVARD DU);;0.43;;;;;9542;6029;O;3
5;1;7;1;1;6;29;60;4;0;0;;;0;2;;;0;1;0;1;0;0;1;1;9;0;0;GOULD (ROND POINT);;0.43;;;;;9543;6029;O;2
5;1;7;1;1;3;29;60;4;0;0;;;1;2;;;0;1;1;1;0;0;1;1;9;0;0;ISOLA BELLA (AVENUE);;0.43;;;;;9544;6029;O;2
5;1;7;1;1;3;29;60;4;0;0;;;1;1;;;0;1;0;1;0;0;1;1;9;0;0;ANTIBES (RUE D');;0.43;;;;;9545;6029;O;2
5;1;9;2;1;3;88;60;4;0;0;;;2;2;;;0;1;1;1;0;0;1;1;1;0;0;ASSALIT (RUE);;0.43;;;;;9546;6088;O;2
5;1;9;2;1;6;88;60;4;0;0;;;3;2;;;0;1;1;1;0;0;1;1;1;0;0;VOIE ROMAINE (AV. DE LA);;0.43;;;;;9547;6088;O;2
5;1;9;1;1;3;88;60;4;0;0;;;1;4;;;0;1;1;1;0;0;1;1;1;101;0;ANGLAIS (DU N° 45 AU N° 112);;0.43;;;;;9548;6088;O;2
5;1;6;1;1;3;83;60;3;0;0;;;1;1;74;0;0;1;1;1;0;0;1;1;0;;0;MONLEON (QUAI);;0.43;;;;;9549;6083;O;2
5;1;6;1;1;2;123;60;4;0;0;;;2;2;;;0;0;1;1;0;0;1;1;2;;0;VESPINS ROUTE DES;;0.43;;;;;9550;6123;O;2
5;1;6;1;1;3;123;60;4;0;0;;;1;2;;;2;1;1;1;0;0;1;1;2;;0;GERBAULT ALAIN PROMENADE;;0.43;;;;;9551;6123;O;2
5;1;6;1;1;3;123;60;4;0;0;;;2;3;;;0;0;3;1;0;0;1;1;1;3802;0;ST JEANNET ROUTE DE;;0.43;;;;;9552;6123;O;2
5;1;6;1;3;2;27;60;4;0;0;;;3;2;;;0;1;1;1;0;0;1;2;1;50;0;CANNES AVENUE DE (RN7);;0.43;;;;;9553;6027;O;3
5;1;6;6;1;6;27;60;4;0;0;;;2;2;;;0;1;1;2;0;0;1;1;2;;0;GRASSE AVENUE DE;;0.43;;;;;9554;6027;O;2
5;1;6;2;1;3;27;60;4;0;0;;;2;2;;;0;1;1;1;0;0;1;1;2;;0;GAUDE AVENUE DE LA;;0.43;;;;;9555;6027;O;2
5;1;6;1;1;2;27;60;4;0;0;;;2;2;;;0;1;1;1;0;0;1;1;2;;0;GARE AVENUE DE LA;;0.43;;;;;9556;6027;O;2
5;1;6;1;1;6;123;60;4;0;0;;;1;1;;;0;0;1;1;0;0;1;1;2;;0;CARLON JEAN ANTOINE AVENUE;;0.43;;;;;9557;6123;O;2
5;1;6;1;1;1;27;60;4;0;0;;;2;2;;;0;1;3;1;0;0;1;1;2;;0;MALVAN CHEMIN DU;;0.43;;;;;9558;6027;O;2
5;1;6;3;1;6;27;60;4;0;0;;;2;2;;;0;0;1;1;0;0;1;1;2;;0;DESCLAIR RUE GENDARME;;0.43;;;;;9559;6027;O;2
5;1;9;1;1;2;88;60;4;0;0;;;3;3;;;0;1;1;1;0;0;1;1;1;121;0;ANGLAIS (DU N° 114 AU N° 263);;0.43;;;;;9560;6088;O;2
5;2;9;1;1;2;88;60;4;0;0;;;2;4;;;0;1;1;1;0;0;1;4;1;49;0;THIERS (AV.);;0.43;;;;;9561;6088;O;5
5;1;9;2;1;6;88;60;4;0;0;;;1;2;;;0;1;1;1;0;0;1;1;1;0;0;RAIMBALDI (BD);;0.43;;;;;9562;6088;O;2
5;5;9;3;1;3;88;60;4;0;0;;;1;1;;;0;1;1;1;0;0;1;1;1;0;0;MIOLLIS (R.);;0.43;;;;;9563;6088;O;2
5;1;9;1;1;6;88;60;4;0;0;;;2;2;;;0;1;1;1;0;0;1;1;1;103;0;DUNANT (AV. HENRI);;0.43;;;;;9564;6088;O;2
1;3;1;1;1;6;84;60;3;0;103;;;2;2;2;660;0;1;3;1;0;0;1;0;;;;;;0.43;;0;0;;9565;6084;O;1
1;1;1;1;2;3;27;60;1;0;4;;A;3;0;0;0;3;0;1;1;0;0;1;2;;;;;;0.43;;0;0;;9566;6027;O;3
1;1;3;1;7;7;163;60;3;0;1;;;2;0;0;0;0;0;0;1;0;0;1;0;;;;;;0.43;;0;0;;9567;6163;O;1
1;1;4;1;1;3;108;60;3;0;9;;;2;0;0;0;0;0;1;1;0;0;1;1;;;;;;0.43;;0;0;;9568;6108;O;2
1;1;1;1;1;3;88;60;1;2;8;;A;3;4;185;200;0;1;1;1;0;0;1;1;;;;;;0.43;;4367100;720000;;9569;6088;O;2
5;1;7;1;1;7;29;60;4;0;0;;;2;4;;;0;1;1;1;0;0;1;1;1;61;0;CROISETTE (BOULEVARD DE LA);;0.43;;;;;9570;6029;O;2
5;1;6;1;1;2;69;60;3;0;0;;;2;2;;;0;2;0;1;0;0;1;1;1;13;0;DRAGUIGNAN (ROUTE DE) - D2562-;;0.43;;;;;9571;6069;O;2
5;2;7;1;1;1;4;60;4;0;0;;;2;2;;;0;1;3;1;0;0;1;1;1;107;0;BREGUIERES CH.DES MOYENNES;;0.43;;;;;9572;6004;O;2
5;1;1;1;1;1;69;60;4;0;0;;;2;2;;;0;0;0;1;0;0;1;0;1;177;0;SAINT MATHIEU (ROUTE ET PLACE);;0.43;;;;;9573;6069;O;1
5;1;7;1;1;7;29;60;4;0;0;;;1;2;;;0;1;3;1;0;0;1;1;9;0;0;ALSACE ( BOULEVARD D');;0.43;;;;;9574;6029;O;2
5;5;6;1;1;7;69;60;4;0;0;;;2;2;;;0;2;4;1;0;0;1;0;1;;0;HUIT MAI 1945 (RUE DU);;0.43;;;;;9575;6069;O;1
5;1;7;1;1;3;29;60;4;0;0;;;3;4;;;0;1;1;1;0;0;1;2;9;0;0;CROISETTE (BOULEVARD DE LA);;0.43;;;;;9576;6029;O;3
5;5;6;1;1;7;69;60;3;0;0;;;2;2;;;0;2;0;1;0;0;1;0;1;30;0;VICTOR HUGO  (BD);;0.43;;;;;9577;6069;O;1
5;1;7;1;1;7;29;60;4;0;0;;;2;2;;;0;1;1;1;0;0;1;1;1;129;0;REPUBLIQUE (BOULEVARD DE LA);;0.43;;;;;9578;6029;O;2
5;1;6;1;1;3;30;60;4;0;0;;;2;2;;;0;1;1;1;0;0;1;1;1;42;0;CAMPELIERES (CHEMIN DES);;0.43;;;;;9579;6030;O;2
5;1;6;1;1;6;30;60;4;0;0;;;2;2;;;0;2;1;1;0;0;1;1;9;0;0;CARIMAI (RUE);;0.43;;;;;9580;6030;O;2
5;5;6;1;1;2;69;60;3;0;0;;;2;2;;;0;1;1;1;0;0;1;1;1;;0;CANNES (ROUTE DE)  -RD 6085-;;0.43;;;;;9581;6069;O;2
5;1;7;1;1;3;29;60;4;0;0;;;0;2;;;0;1;1;1;0;0;1;1;9;0;0;DUNAN (RUE RENE);;0.43;;;;;9582;6029;O;2
5;1;6;1;1;7;69;60;3;0;0;;;2;2;;;0;2;1;1;0;0;1;0;1;50;0;CANNES (ROUTE DE)  -RD 6085-;;0.43;;;;;9583;6069;O;1
5;1;7;1;1;2;29;60;4;0;0;;;1;1;;;0;1;1;1;0;0;1;1;1;1;0;GERMAIN (RUE HENRI);;0.43;;;;;9584;6029;O;2
5;1;7;1;1;6;29;60;4;0;0;;;3;4;;;0;0;0;0;0;0;1;1;9;0;0;TONNER (AVENUE FRANCIS);;0.43;;;;;9585;6029;O;2
5;1;6;1;1;6;69;60;4;0;0;;;1;1;;;0;1;2;1;0;0;1;2;1;;0;AICARD (AVENUE JEAN);;0.43;;;;;9586;6069;O;3
5;1;6;1;1;6;69;60;3;0;0;;;3;4;;;0;1;1;3;0;0;1;0;1;;0;Pénétrante;;0.43;;;;;9587;6069;O;1
5;1;6;1;1;7;69;60;3;0;0;;;2;2;;;0;2;1;1;0;0;1;0;1;;0;LIBERATION (AVENUE DE LA);;0.43;;;;;9588;6069;O;1
5;5;6;6;1;6;83;60;3;0;0;;;1;2;;;0;1;1;1;0;0;1;2;1;2;0;DE GAULLE (AVENUE GENERAL);;0.43;;;;;9589;6083;O;3
5;1;5;3;1;2;12;60;3;0;0;;;2;2;;;0;1;1;0;0;0;1;1;1;0;0;AFN (BOULEVARD DES ANCIENS D');;0.43;;;;;9590;6012;O;2
5;1;7;1;1;3;29;60;4;0;;;;2;4;;;0;1;1;1;0;0;1;1;9;0;0;CARNOT (BOULEVARD);;0.43;;;;;9591;6029;O;2
5;1;1;1;1;2;69;60;4;0;0;;;2;2;;;0;1;1;1;0;0;1;1;1;200;0;SAINT LAURENT (AVENUE);;0.43;;;;;9592;6069;O;2
5;1;6;1;1;3;69;60;3;0;0;;;2;2;;;0;1;3;1;0;0;1;1;1;62;0;MARIGARDE (ROUTE DE LA);;0.43;;;;;9593;6069;O;2
5;1;1;1;1;1;69;60;3;0;0;;;2;2;;;0;1;3;1;0;0;1;1;1;381;0;PLASCASSIER (route de);;0.43;;;;;9594;6069;O;2
5;1;6;1;1;2;69;60;3;0;0;;;2;2;;;0;1;1;1;0;0;1;1;1;167;0;CANNES (ROUTE DE)  -RD 6085-;;0.43;;;;;9595;6069;O;2
5;1;6;1;1;2;69;60;3;0;0;;;2;2;;;0;1;3;1;0;0;1;1;1;;0;VALBONNE (ROUTE);;0.43;;;;;9596;6069;O;2
5;5;6;1;1;7;69;60;3;0;0;;;2;2;;;0;0;0;1;0;0;1;0;1;;0;PAOUTE (ROUTE ET TRAVERSE DE LA);;0.43;;;;;9597;6069;O;1
5;1;1;1;1;2;69;60;3;0;0;;;1;2;;;0;2;1;1;0;0;1;0;1;64;0;SEMARD (AVENUE PIERRE);;0.43;;;;;9598;6069;O;1
5;1;1;1;1;7;4;60;6;0;0;;;0;0;1;0;0;1;1;1;0;0;1;0;0;;0;SAINT CLAUDE CH.DE;;0.43;;;;;9599;6004;O;1
5;1;6;1;1;3;69;60;3;0;0;;;2;2;;;0;2;1;1;0;0;1;1;1;79;0;HUGO (BOULEVARD ET TRAVERSE VICTOR);;0.43;;;;;9600;6069;O;2
5;1;6;1;1;1;69;60;4;0;0;;;2;2;;;0;1;3;1;0;0;1;1;1;;0;LAC (CHEMIN DU);;0.43;;;;;9601;6069;O;2
5;1;6;1;1;3;69;60;3;0;0;;;2;2;;;0;1;1;1;0;0;1;1;1;28;0;PLAN (ROUTE DU) -D304-;;0.43;;;;;9602;6069;O;2
5;1;6;1;1;3;27;60;4;0;0;;;2;2;;;0;0;1;1;0;0;1;1;1;15;0;VAL FLEURI CHEMIN DU;;0.43;;;;;9603;6027;O;2
5;1;6;1;1;1;27;60;4;0;0;;;2;2;;;0;0;3;1;0;0;1;2;2;;0;FRANCE ROUTE DE;;0.43;;;;;9604;6027;O;3
5;1;6;3;1;3;123;60;4;0;0;;;2;2;;;0;1;1;1;0;0;1;1;2;;0;JEANNE D'ARC AVENUE;;0.43;;;;;9605;6123;O;2
5;1;6;1;1;3;123;60;4;0;0;;;2;2;;;0;1;1;1;0;0;1;1;1;1037;0;CURIE PIERRE ET MARIE AVENUE;;0.43;;;;;9606;6123;O;2
5;1;6;6;1;2;27;60;4;0;0;;;1;2;;;0;1;1;1;0;0;1;1;2;;0;NEGRO RUE LOUIS;;0.43;;;;;9607;6027;O;2
5;1;7;1;1;3;29;60;4;0;0;;;0;2;;;0;1;1;1;0;0;1;1;9;0;0;MIDI (BOULEVARD DU);;0.43;;;;;9608;6029;O;2
5;1;6;1;1;2;69;60;3;0;0;;;2;2;;;0;0;0;1;0;0;1;1;1;;0;MARIGARDE (ROUTE DE LA);;0.43;;;;;9609;6069;O;2
5;1;6;1;1;7;69;60;3;0;0;;;2;2;;;0;0;0;1;0;0;1;0;1;;0;PLASCASSIER (route de);;0.43;;;;;9610;6069;O;1
5;1;6;1;2;6;83;60;3;0;0;;;2;2;;;0;1;1;1;0;0;1;1;1;10;0;FAURE (AVENUE FELIX);;0.43;;;;;9611;6083;O;2
5;2;6;1;1;3;30;60;4;0;0;;;2;4;;;0;2;1;1;0;0;1;1;9;0;0;CARNOT (BOULEVARD);;0.43;;;;;9613;6030;O;2
5;1;5;1;1;2;104;60;3;0;0;;;2;2;;;0;1;3;1;0;0;1;1;1;2;0;KENNEDY (AVENUE PRESIDENT);;0.43;;;;;9614;6104;O;2
5;1;6;3;1;3;83;60;3;0;0;;;1;2;72;730;0;1;1;1;0;0;1;1;0;;0;DE GAULLE (AVENUE GENERAL);;0.43;;;;;9615;6083;O;2
5;1;6;1;1;3;69;60;4;0;0;;;2;2;;;0;1;1;1;0;0;1;1;1;47;0;ORME (CHEMIN DE L');;0.43;;;;;9616;6069;O;2
5;1;7;1;1;3;29;60;4;0;0;;;2;4;;;0;1;1;1;0;0;1;1;1;53;0;CARNOT (BOULEVARD);;0.43;;;;;9617;6029;O;2
5;1;6;3;1;3;123;60;4;0;0;;;1;2;;;0;0;1;1;0;0;1;1;2;;0;MISTRAL FREDERIC AVENUE;;0.43;;;;;9618;6123;O;2
5;1;6;1;1;3;123;60;4;0;0;;;2;2;;;0;0;1;1;0;0;1;0;1;717;0;FAHNESTOCK G. CORNICHE;;0.43;;;;;9619;6123;O;1
5;4;6;3;1;3;123;60;4;0;0;;;2;2;;;0;1;1;1;0;0;1;1;2;;0;DIGUE CHEMIN DE LA;;0.43;;;;;9620;6123;O;2
5;1;6;1;1;1;123;60;4;0;0;;;2;2;;;0;0;3;1;0;0;1;1;1;1393;0;PUGETS ROUTE DES;;0.43;;;;;9621;6123;O;2
5;1;6;1;1;2;123;60;4;0;0;;;2;2;;;0;1;1;1;0;0;1;1;1;1300;0;CURIE PIERRE ET MARIE AVENUE;;0.43;;;;;9622;6123;O;2
5;5;6;2;3;3;27;60;4;0;0;;;2;2;;;0;1;1;1;0;0;1;1;2;;0;NICE AVENUE DE (RN7);;0.43;;;;;9623;6027;O;2
5;1;6;3;1;3;27;60;4;0;0;;;2;2;;;0;0;1;1;0;0;1;1;2;;0;JACINTHES ALLEE DES;;0.43;;;;;9624;6027;O;2
5;1;6;2;1;3;123;60;4;0;0;;;1;1;;;0;0;1;1;0;0;1;1;2;;0;MAGNOLIAS AVENUE DES;;0.43;;;;;9625;6123;O;2
5;5;6;1;1;1;27;60;4;0;0;;;2;2;;;0;0;1;1;0;0;1;1;1;31;0;BESSET AVENUE CYRILLE;;0.43;;;;;9626;6027;O;2
5;1;6;2;1;3;27;60;4;0;0;;;2;4;;;0;1;1;1;0;0;1;2;2;;0;NICE AVENUE DE (RN7);;0.43;;;;;9627;6027;O;3
5;1;6;1;1;2;27;60;4;0;0;;;3;5;;;0;1;1;1;0;0;1;1;1;22;0;PLAGE BOULEVARD DE LA;;0.43;;;;;9628;6027;O;2
5;1;9;1;1;3;88;60;4;0;0;;;1;3;;;3;1;1;0;0;0;1;1;1;18;0;RIQUIER (BD DE);;0.43;;;;;9629;6088;O;2
5;5;9;2;1;3;88;60;4;0;0;;;2;2;;;0;1;1;1;0;0;1;0;1;0;0;GENDARMERIE (R. DE LA);;0.43;;;;;9630;6088;O;1
5;2;9;1;1;1;88;60;3;0;0;;;2;2;;;0;0;3;1;0;0;1;1;2;2839;0;ABADIE (RTE DE L');;0.43;;;;;9631;6088;O;2
5;1;9;1;1;2;88;60;4;0;0;;;2;3;;;3;2;1;1;0;0;1;1;1;3;0;RAYNAUD (BD AUGUSTE);;0.43;;;;;9632;6088;O;2
5;1;9;2;1;3;88;60;4;0;0;;;2;3;;;0;2;1;1;0;0;1;1;1;0;0;BISCHOFFSHEIM (BD);;0.43;;;;;9633;6088;O;2
5;5;9;2;1;3;88;60;4;0;0;;;2;2;;;0;1;1;1;0;0;1;0;2;0;0;CALIFORNIE (AV.) (DU 23/25 AU 199/210);;0.43;;;;;9634;6088;O;1
5;1;9;1;1;3;88;60;4;0;0;;;2;2;;;0;1;1;1;0;0;1;1;1;4;0;REINE-VICTORIA (AV.);;0.43;;;;;9635;6088;O;2
5;1;9;1;1;2;88;60;4;0;0;;;1;2;;;0;1;1;1;0;0;1;2;1;30;0;GRINDA (AV. EDOUARD);;0.43;;;;;9636;6088;O;3
5;1;9;1;1;3;88;60;4;0;0;;;2;;;;0;1;1;1;0;0;1;1;1;29;0;DIABLES BLEUS (AV. DES);;0.43;;;;;9637;6088;O;2
5;1;9;2;1;3;88;60;4;0;0;;;1;1;;;0;1;1;1;0;0;1;1;1;0;0;SMOLETT (R.);;0.43;;;;;9638;6088;O;2
5;5;9;1;1;3;88;60;4;0;0;;;3;6;;;0;1;1;1;0;0;1;1;1;65;0;ANGLAIS (DU N° 45 AU N° 112);;0.43;;;;;9639;6088;O;2
5;1;9;1;1;6;88;60;4;0;0;;;1;1;;;0;1;1;1;0;0;1;1;1;0;0;RAOUL BOSIO (Rue);;0.43;;;;;9641;6088;O;2
5;1;9;2;1;3;88;60;4;0;0;;;2;2;;;0;3;1;1;0;0;1;1;1;0;0;MELLAREDE (R. PIERRE);;0.43;;;;;9642;6088;O;2
5;1;9;1;1;3;88;60;4;0;0;;;2;2;;;0;2;1;1;0;0;1;1;1;286;0;GINESTIERE (CH. DE LA);;0.43;;;;;9643;6088;O;2
5;1;9;2;1;3;88;60;4;0;0;;;1;1;;;0;1;1;1;0;0;1;1;1;0;0;PENCHIENATI (R.);;0.43;;;;;9644;6088;O;2
5;1;5;1;1;3;159;60;4;0;0;;;2;2;;;0;1;1;1;0;0;1;1;1;;0;AUGUSTE GALTIER (AVENUE);;0.43;;;;;9645;6159;O;2
5;1;9;2;1;3;88;60;4;0;0;;;3;3;;;0;1;1;1;0;0;1;1;1;87;0;AURIOL (PONT VINCENT);;0.43;;;;;9646;6088;O;2
5;5;9;1;1;3;88;60;4;0;0;;;1;1;;;0;1;1;1;0;0;1;1;1;0;0;RAIMBALDI (BD);;0.43;;;;;9647;6088;O;2
5;1;9;2;1;3;88;60;4;0;0;;;1;1;;;0;1;1;1;0;0;1;1;1;0;0;MOLIERE (R.);;0.43;;;;;9648;6088;O;2
5;5;9;2;1;6;88;60;4;0;0;;;1;1;;;0;1;1;1;0;0;1;1;1;0;0;HANCY (R.);;0.43;;;;;9649;6088;O;2
5;1;9;1;1;2;88;60;4;0;0;;;2;2;;;0;1;1;1;0;0;1;1;1;147;0;NAPOLEON III (BD);;0.43;;;;;9650;6088;O;2
5;1;9;1;1;1;88;60;4;0;0;;;2;3;;;0;2;1;1;0;0;1;1;1;0;0;CIMIEZ (BD) JUSQU'AU 14/15;;0.43;;;;;9651;6088;O;2
5;5;9;2;1;3;88;60;4;0;0;;;2;2;;;0;1;1;1;0;0;1;1;2;0;0;VILLE (R. GEORGES);;0.43;;;;;9653;6088;O;2
5;1;9;1;1;1;88;60;4;0;0;;;2;2;;;0;1;1;1;0;0;1;1;1;93;0;ETATS UNIS (QUAI DES);;0.43;;;;;9654;6088;O;2
5;5;9;1;1;3;88;60;4;0;0;;;2;2;;;0;1;1;1;0;0;1;1;1;54;0;SAINT-AUGUSTIN (AV. DE);;0.43;;;;;9655;6088;O;2
5;5;9;1;1;3;88;60;4;0;0;;;2;2;;;2;1;1;1;0;0;1;1;1;0;0;GAMBETTA (A PARTIR DU N° 63/74);;0.43;;;;;9656;6088;O;2
5;1;9;1;1;3;88;60;4;0;0;;;2;2;;;0;1;1;1;0;0;1;1;1;0;0;MARNE (AV. DE LA);;0.43;;;;;9657;6088;O;2
5;1;9;1;1;6;88;60;4;0;0;;;3;6;;;2;1;1;1;0;0;1;1;1;0;0;FRANCE (AV. ANATOLE);;0.43;;;;;9658;6088;O;2
5;5;9;2;1;3;88;60;4;0;0;;;2;2;;;0;1;1;1;0;0;1;1;1;0;0;MONSEIGNEUR DAUMAS (RUE);;0.43;;;;;9659;6088;O;2
5;1;9;1;1;6;88;60;4;0;0;;;1;1;;;0;1;1;1;0;0;1;1;1;0;0;GOUNOD (RUE);;0.43;;;;;9660;6088;O;2
5;5;9;1;1;6;88;60;4;0;0;;;1;1;;;0;1;1;1;0;0;1;4;1;37;0;PAPE JEAN XXIII (BD);;0.43;;;;;9661;6088;O;5
5;1;9;1;1;6;88;60;4;0;0;;;2;2;;;0;1;1;1;0;0;1;1;1;17;0;RIPERT (EMILE);;0.43;;;;;9662;6088;O;2
5;5;9;1;1;3;88;60;4;0;0;;;2;2;;;0;1;1;1;0;0;1;1;1;32;0;SAINT-AUGUSTIN (AV. DE);;0.43;;;;;9663;6088;O;2
5;1;9;2;1;6;88;60;4;0;0;;;1;2;;;0;1;1;1;0;0;1;3;1;0;0;BLANCON (RUE PIERRE);;0.43;;;;;9664;6088;O;4
5;1;9;2;1;3;88;60;4;0;0;;;1;2;;;0;1;1;1;0;0;1;1;1;0;0;PAULIANI (AV.);;0.43;;;;;9665;6088;O;2
5;1;9;1;1;6;88;60;4;0;0;;;0;0;;;0;1;1;0;0;0;1;1;1;35;0;VERNIER (R.);;0.43;;;;;9666;6088;O;2
5;1;9;1;3;5;88;60;4;0;0;;;2;2;;;0;1;1;1;0;0;1;4;1;56;0;MATISSE (AV. HENRI);;0.43;;;;;9667;6088;O;5
5;5;9;3;1;3;88;60;4;0;0;;;1;2;;;0;1;1;1;0;0;1;1;1;0;0;HUGO (BD VICTOR);;0.43;;;;;9668;6088;O;2
5;1;9;1;1;6;88;60;4;0;0;;;2;2;;;0;1;1;1;0;0;1;1;1;79;0;SAINT-AUGUSTIN (AV. DE);;0.43;;;;;9669;6088;O;2
5;5;9;1;1;6;88;60;3;0;0;;;3;3;;;0;1;1;1;0;0;1;0;1;91;0;ANGLAIS (DU N° 45 AU N° 112);;0.43;;;;;9670;6088;O;1
5;2;9;1;2;3;88;60;4;0;0;;;1;3;;;3;1;1;1;0;0;1;2;1;54;0;BUFFA (RUE DE LA);;0.43;;;;;9671;6088;O;3
5;1;9;1;1;1;88;60;4;0;0;;;2;3;;;0;1;1;1;0;0;1;1;1;0;0;GROSSO (JUSQU'AU N° 58/77);;0.43;;;;;9672;6088;O;2
5;1;9;1;1;2;88;60;3;0;0;;;3;3;;;0;1;1;1;0;0;1;1;1;0;0;RD 6202;;0.43;;;;;9673;6088;O;2
5;1;9;1;2;3;88;60;4;0;0;;;1;3;;;0;1;1;1;0;0;1;1;1;0;0;VOIE RAPIDE;;0.43;;;;;9674;6088;O;2
5;1;9;1;1;4;88;60;4;0;0;;;1;2;;;0;1;1;1;0;0;1;3;2;0;0;VOIE RAPIDE;;0.43;;;;;9675;6088;O;4
5;1;9;1;2;2;88;60;4;0;0;;;2;2;;;0;1;1;1;0;0;1;1;1;57;0;BESSET (AV.) (A PARTIR DU N° 47);;0.43;;;;;9676;6088;O;2
5;1;9;1;1;3;88;60;4;0;0;;;2;2;;;0;1;1;1;0;0;1;1;1;161;0;STE-MARGUERITE (AV.) (JUSQU'AU 60/61);;0.43;;;;;9677;6088;O;2
5;5;9;1;1;6;88;60;5;4;0;;;1;1;;;3;1;1;1;0;0;1;0;1;0;0;MEDECIN (AV. JEAN);;0.43;;;;;9678;6088;O;1
5;1;9;1;1;2;88;60;4;0;0;;;3;6;;;0;1;1;1;0;0;1;1;1;140;0;CALIFORNIE (AV.) (DU 23/25 AU 199/210);;0.43;;;;;9679;6088;O;2
5;1;9;6;1;6;88;60;3;0;0;;;1;1;;;0;1;2;1;0;0;1;1;1;0;0;GRENOBLE (ROUTE DE);;0.43;;;;;9680;6088;O;2
5;1;9;1;1;3;88;60;4;0;0;;;2;1;;;0;1;1;1;0;0;1;1;1;0;0;SAINT-PHILIPPE (PL.);;0.43;;;;;9681;6088;O;2
